textname,urlname,urllinkedin,textlinkedin,textType,textDescription
http://www.flyingfish.vc,http://www.flyingfish.vc,https://www.linkedin.com/company/flyingfishpartners/,https://www.linkedin.com/company/flyingfishpartners/,Venture Capital,
https://foundersfund.com/,https://foundersfund.com/,https://www.linkedin.com/company/the-founders-fund/,https://www.linkedin.com/company/the-founders-fund/,Venture Capital,
https://www.frazierhealthcare.com/life-sciences,https://www.frazierhealthcare.com/life-sciences,https://www.linkedin.com/company/frazier-healthcare-partners,https://www.linkedin.com/company/frazier-healthcare-partners,Venture Capital,
https://www.fuelcapital.com/,https://www.fuelcapital.com/,https://www.linkedin.com/company/fuel-capital/about/,https://www.linkedin.com/company/fuel-capital/about/,Venture Capital,
http://www.ignitionpartners.com,http://www.ignitionpartners.com,https://www.linkedin.com/company/ignition-partners,https://www.linkedin.com/company/ignition-partners,Venture Capital,
https://www.intel.com/content/www/us/en/intel-capital/overview.html,https://www.intel.com/content/www/us/en/intel-capital/overview.html,https://www.linkedin.com/company/intel-corporation/,https://www.linkedin.com/company/intel-corporation/,Venture Capital,
https://www.keelerinvestments.com/,https://www.keelerinvestments.com/,,,Venture Capital,
https://www.kickstartseedfund.com/,https://www.kickstartseedfund.com/,https://www.linkedin.com/company/kickstart-seed-fund/,https://www.linkedin.com/company/kickstart-seed-fund/,Venture Capital,
http://liquid2.vc/,http://liquid2.vc/,https://www.linkedin.com/company/liquid-2-ventures/about/,https://www.linkedin.com/company/liquid-2-ventures/about/,Venture Capital,
http://www.madrona.com,http://www.madrona.com,https://www.linkedin.com/company/madrona-venture-group/,https://www.linkedin.com/company/madrona-venture-group/,Venture Capital,
http://www.maveron.com,http://www.maveron.com,https://www.linkedin.com/company/maveron-llc/,https://www.linkedin.com/company/maveron-llc/,Venture Capital,
https://www.mayfield.com/,https://www.mayfield.com/,https://www.linkedin.com/company/mayfield-fund/,https://www.linkedin.com/company/mayfield-fund/,Venture Capital,
https://www.menlovc.com/,https://www.menlovc.com/,https://www.linkedin.com/company/menlo-ventures/?originalSubdomain=de,https://www.linkedin.com/company/menlo-ventures/?originalSubdomain=de,Venture Capital,
https://www.meritechcapital.com/,https://www.meritechcapital.com/,https://www.linkedin.com/company/meritech-capital-partners/about/,https://www.linkedin.com/company/meritech-capital-partners/about/,Venture Capital,
http://www.montlakecapital.com/,http://www.montlakecapital.com/,https://www.linkedin.com/company/montlake-capital/,https://www.linkedin.com/company/montlake-capital/,Venture Capital,
http://www.pallasiteventures.com/,http://www.pallasiteventures.com/,https://www.linkedin.com/company/pallasite-ventures-inc/about/,https://www.linkedin.com/company/pallasite-ventures-inc/about/,Venture Capital,
http://peninsulaventures.com/,http://peninsulaventures.com/,https://www.linkedin.com/company/peninsula-ventures/,https://www.linkedin.com/company/peninsula-ventures/,Venture Capital,
http://www.providenceventures.org/,http://www.providenceventures.org/,,,Venture Capital,
http://roguevp.com/,http://roguevp.com/,https://www.linkedin.com/company/rogue-venture-partners/about/,https://www.linkedin.com/company/rogue-venture-partners/about/,Venture Capital,
https://sapphireventures.com/,https://sapphireventures.com/,https://www.linkedin.com/company/sapphirevc/?originalSubdomain=de,https://www.linkedin.com/company/sapphirevc/?originalSubdomain=de,Venture Capital,
http://www.secondave.com/,http://www.secondave.com/,,,Venture Capital,
https://www.sequoiacap.com/,https://www.sequoiacap.com/,https://www.linkedin.com/company/sequoia/,https://www.linkedin.com/company/sequoia/,Venture Capital,
http://sevenpeaksventures.com/,http://sevenpeaksventures.com/,https://www.linkedin.com/company/seven-peaks-ventures/,https://www.linkedin.com/company/seven-peaks-ventures/,Venture Capital,
https://shastaventures.com/,https://shastaventures.com/,https://www.linkedin.com/company/shasta-ventures/?originalSubdomain=de,https://www.linkedin.com/company/shasta-ventures/?originalSubdomain=de,Venture Capital,
http://springrockventures.com/,http://springrockventures.com/,,,Venture Capital,
https://www.swanventurefund.com/,https://www.swanventurefund.com/,,,Venture Capital,
https://threshold.vc/,https://threshold.vc/,,,Venture Capital,
https://www.tolacapital.com/,https://www.tolacapital.com/,,,Venture Capital,
https://trilogyequity.com/,https://trilogyequity.com/,https://www.linkedin.com/company/trilogy-equity-partners-llc/,https://www.linkedin.com/company/trilogy-equity-partners-llc/,Venture Capital,
https://trinityventures.com/#,https://trinityventures.com/#,https://www.linkedin.com/company/trinity-ventures/,https://www.linkedin.com/company/trinity-ventures/,Venture Capital,
https://trueventures.com/,https://trueventures.com/,https://www.linkedin.com/company/true-ventures/?originalSubdomain=de,https://www.linkedin.com/company/true-ventures/?originalSubdomain=de,Venture Capital,
https://twosigmaventures.com/,https://twosigmaventures.com/,https://www.linkedin.com/company/two-sigma-ventures/?originalSubdomain=de,https://www.linkedin.com/company/two-sigma-ventures/?originalSubdomain=de,Venture Capital,
https://unlockvp.com/philosophy/,https://unlockvp.com/philosophy/,https://www.linkedin.com/company/unlock-venture-partners/about/,https://www.linkedin.com/company/unlock-venture-partners/about/,Venture Capital,
http://versionone.vc/,http://versionone.vc/,https://www.linkedin.com/company/version-one-ventures/,https://www.linkedin.com/company/version-one-ventures/,Venture Capital,
http://www.voyagercapital.com,http://www.voyagercapital.com,https://www.linkedin.com/company/voyager-capital,https://www.linkedin.com/company/voyager-capital,Venture Capital,
http://wrfseattle.org/wrf-capital.php,http://wrfseattle.org/wrf-capital.php,https://www.linkedin.com/company/washington-research-foundation/,https://www.linkedin.com/company/washington-research-foundation/,Venture Capital,
https://z5catalyst.com/,https://z5catalyst.com/,https://www.linkedin.com/company/z5-catalyst/about/,https://www.linkedin.com/company/z5-catalyst/about/,Venture Capital,
https://kernellabs.io/,https://kernellabs.io/,,,,
http://signalrockcapital.com,http://signalrockcapital.com,,,,
https://www.startup425.org/,https://www.startup425.org/,,,,
http://wsbdc.org,http://wsbdc.org,,,,
http://pipelineangels.com/,http://pipelineangels.com/,,,,
https://vashonpartners.com/,https://vashonpartners.com/,,,,
http://cronusventures.com/,http://cronusventures.com/,,,,
https://thewomensinvestmentnetwork.com/,https://thewomensinvestmentnetwork.com/,,,,
http://medtechwings.com/,http://medtechwings.com/,,,Angel ,
,,,,Coworking ,
